,Id,OrderId,ProductId,UnitPrice,Quantity,Discount,Discontinued,UnitsInStock,NotInStock,Price
421,10406/21,10406,21,8.0,30,0.1,0,3,0,216.0
422,10406/28,10406,28,36.4,42,0.1,1,26,1,1375.9199999999998
423,10406/36,10406,36,15.2,5,0.1,0,112,0,68.4
424,10406/40,10406,40,14.7,2,0.1,0,123,0,26.46
425,10407/11,10407,11,16.8,30,0.0,0,22,0,504.0
426,10407/69,10407,69,28.8,15,0.0,0,26,0,432.0
427,10407/71,10407,71,17.2,15,0.0,0,26,0,258.0
428,10408/37,10408,37,20.8,10,0.0,0,11,0,208.0
429,10408/54,10408,54,5.9,6,0.0,0,21,0,35.400000000000006
430,10408/62,10408,62,39.4,35,0.0,0,17,0,1379.0
431,10409/14,10409,14,18.6,12,0.0,0,35,0,223.20000000000002
432,10409/21,10409,21,8.0,12,0.0,0,3,0,96.0
433,10410/33,10410,33,2.0,49,0.0,0,112,0,98.0
434,10410/59,10410,59,44.0,16,0.0,0,79,0,704.0
435,10411/41,10411,41,7.7,25,0.2,0,85,0,154.0
436,10411/44,10411,44,15.5,40,0.2,0,27,0,496.0
437,10411/59,10411,59,44.0,9,0.2,0,79,0,316.8
438,10412/14,10412,14,18.6,20,0.1,0,35,0,334.80000000000007
439,10413/1,10413,1,14.4,24,0.0,0,39,0,345.6
440,10413/62,10413,62,39.4,40,0.0,0,17,0,1576.0
441,10413/76,10413,76,14.4,14,0.0,0,57,0,201.6
442,10414/19,10414,19,7.3,18,0.05,0,25,0,124.83
443,10414/33,10414,33,2.0,50,0.0,0,112,0,100.0
444,10415/17,10415,17,31.2,2,0.0,1,0,1,62.4
445,10415/33,10415,33,2.0,20,0.0,0,112,0,40.0
446,10416/19,10416,19,7.3,20,0.0,0,25,0,146.0
447,10416/53,10416,53,26.2,10,0.0,1,0,1,262.0
448,10416/57,10416,57,15.6,20,0.0,0,36,0,312.0
449,10417/38,10417,38,210.8,50,0.0,0,17,0,10540.0
450,10417/46,10417,46,9.6,2,0.25,0,95,0,14.399999999999999
451,10417/68,10417,68,10.0,36,0.25,0,6,0,270.0
452,10417/77,10417,77,10.4,35,0.0,0,32,0,364.0
453,10418/2,10418,2,15.2,60,0.0,0,17,0,912.0
454,10418/47,10418,47,7.6,55,0.0,0,36,0,418.0
455,10418/61,10418,61,22.8,16,0.0,0,113,0,364.8
456,10418/74,10418,74,8.0,15,0.0,0,4,0,120.0
457,10419/60,10419,60,27.2,60,0.05,0,19,0,1550.4
458,10419/69,10419,69,28.8,20,0.05,0,26,0,547.2
459,10420/9,10420,9,77.6,20,0.1,1,29,1,1396.8000000000002
460,10420/13,10420,13,4.8,2,0.1,0,24,0,8.64
461,10420/70,10420,70,12.0,8,0.1,0,15,0,86.4
462,10420/73,10420,73,12.0,20,0.1,0,101,0,216.0
463,10421/19,10421,19,7.3,4,0.15,0,25,0,24.82
464,10421/26,10421,26,24.9,30,0.0,0,15,0,747.0
465,10421/53,10421,53,26.2,15,0.15,1,0,1,334.05
466,10421/77,10421,77,10.4,10,0.15,0,32,0,88.4
467,10422/26,10422,26,24.9,2,0.0,0,15,0,49.8
468,10423/31,10423,31,10.0,14,0.0,0,0,1,140.0
469,10423/59,10423,59,44.0,20,0.0,0,79,0,880.0
470,10424/35,10424,35,14.4,60,0.2,0,20,0,691.2
471,10424/38,10424,38,210.8,49,0.2,0,17,0,8263.36
472,10424/68,10424,68,10.0,30,0.2,0,6,0,240.0
473,10425/55,10425,55,19.2,10,0.25,0,115,0,144.0
474,10425/76,10425,76,14.4,20,0.25,0,57,0,216.0
475,10426/56,10426,56,30.4,5,0.0,0,21,0,152.0
476,10426/64,10426,64,26.6,7,0.0,0,22,0,186.20000000000002
477,10427/14,10427,14,18.6,35,0.0,0,35,0,651.0
478,10428/46,10428,46,9.6,20,0.0,0,95,0,192.0
479,10429/50,10429,50,13.0,40,0.0,0,65,0,520.0
480,10429/63,10429,63,35.1,35,0.25,0,24,0,921.3750000000001
481,10430/17,10430,17,31.2,45,0.2,1,0,1,1123.2
482,10430/21,10430,21,8.0,50,0.0,0,3,0,400.0
483,10430/56,10430,56,30.4,30,0.0,0,21,0,912.0
484,10430/59,10430,59,44.0,70,0.2,0,79,0,2464.0
485,10431/17,10431,17,31.2,50,0.25,1,0,1,1170.0
486,10431/40,10431,40,14.7,50,0.25,0,123,0,551.2499999999999
487,10431/47,10431,47,7.6,30,0.25,0,36,0,170.99999999999997
488,10432/26,10432,26,24.9,10,0.0,0,15,0,249.0
489,10432/54,10432,54,5.9,40,0.0,0,21,0,236.0
490,10433/56,10433,56,30.4,28,0.0,0,21,0,851.1999999999999
491,10434/11,10434,11,16.8,6,0.0,0,22,0,100.80000000000001
492,10434/76,10434,76,14.4,18,0.15,0,57,0,220.32
493,10435/2,10435,2,15.2,10,0.0,0,17,0,152.0
494,10435/22,10435,22,16.8,12,0.0,0,104,0,201.60000000000002
495,10435/72,10435,72,27.8,10,0.0,0,14,0,278.0
496,10436/46,10436,46,9.6,5,0.0,0,95,0,48.0
497,10436/56,10436,56,30.4,40,0.1,0,21,0,1094.4
498,10436/64,10436,64,26.6,30,0.1,0,22,0,718.2
499,10436/75,10436,75,6.2,24,0.1,0,125,0,133.92000000000002
500,10437/53,10437,53,26.2,15,0.0,1,0,1,393.0
501,10438/19,10438,19,7.3,15,0.2,0,25,0,87.6
502,10438/34,10438,34,11.2,20,0.2,0,111,0,179.2
503,10438/57,10438,57,15.6,15,0.2,0,36,0,187.20000000000002
504,10439/12,10439,12,30.4,15,0.0,0,86,0,456.0
505,10439/16,10439,16,13.9,16,0.0,0,29,0,222.4
506,10439/64,10439,64,26.6,6,0.0,0,22,0,159.60000000000002
507,10439/74,10439,74,8.0,30,0.0,0,4,0,240.0
508,10440/2,10440,2,15.2,45,0.15,0,17,0,581.4
509,10440/16,10440,16,13.9,49,0.15,0,29,0,578.935
510,10440/29,10440,29,99.0,24,0.15,1,0,1,2019.6
511,10440/61,10440,61,22.8,90,0.15,0,113,0,1744.1999999999998
512,10441/27,10441,27,35.1,50,0.0,0,49,0,1755.0
513,10442/11,10442,11,16.8,30,0.0,0,22,0,504.0
514,10442/54,10442,54,5.9,80,0.0,0,21,0,472.0
515,10442/66,10442,66,13.6,60,0.0,0,4,0,816.0
516,10443/11,10443,11,16.8,6,0.2,0,22,0,80.64000000000001
517,10443/28,10443,28,36.4,12,0.0,1,26,1,436.79999999999995
518,10444/17,10444,17,31.2,10,0.0,1,0,1,312.0
519,10444/26,10444,26,24.9,15,0.0,0,15,0,373.5
520,10444/35,10444,35,14.4,8,0.0,0,20,0,115.2
521,10444/41,10444,41,7.7,30,0.0,0,85,0,231.0
522,10445/39,10445,39,14.4,6,0.0,0,69,0,86.4
523,10445/54,10445,54,5.9,15,0.0,0,21,0,88.5
524,10446/19,10446,19,7.3,12,0.1,0,25,0,78.84
525,10446/24,10446,24,3.6,20,0.1,1,20,1,64.80000000000001
526,10446/31,10446,31,10.0,3,0.1,0,0,1,27.0
527,10446/52,10446,52,5.6,15,0.1,0,38,0,75.6
528,10447/19,10447,19,7.3,40,0.0,0,25,0,292.0
529,10447/65,10447,65,16.8,35,0.0,0,76,0,588.0
530,10447/71,10447,71,17.2,2,0.0,0,26,0,34.4
531,10448/26,10448,26,24.9,6,0.0,0,15,0,149.39999999999998
532,10448/40,10448,40,14.7,20,0.0,0,123,0,294.0
533,10449/10,10449,10,24.8,14,0.0,0,31,0,347.2
534,10449/52,10449,52,5.6,20,0.0,0,38,0,112.0
535,10449/62,10449,62,39.4,35,0.0,0,17,0,1379.0
536,10450/10,10450,10,24.8,20,0.2,0,31,0,396.80000000000007
537,10450/54,10450,54,5.9,6,0.2,0,21,0,28.320000000000004
538,10451/55,10451,55,19.2,120,0.1,0,115,0,2073.6000000000004
539,10451/64,10451,64,26.6,35,0.1,0,22,0,837.9000000000001
540,10451/65,10451,65,16.8,28,0.1,0,76,0,423.36
541,10451/77,10451,77,10.4,55,0.1,0,32,0,514.8000000000001
542,10452/28,10452,28,36.4,15,0.0,1,26,1,546.0
543,10452/44,10452,44,15.5,100,0.05,0,27,0,1472.5
544,10453/48,10453,48,10.2,15,0.1,0,15,0,137.7
545,10453/70,10453,70,12.0,25,0.1,0,15,0,270.0
546,10454/16,10454,16,13.9,20,0.2,0,29,0,222.40000000000003
547,10454/33,10454,33,2.0,20,0.2,0,112,0,32.0
548,10454/46,10454,46,9.6,10,0.2,0,95,0,76.8
549,10455/39,10455,39,14.4,20,0.0,0,69,0,288.0
550,10455/53,10455,53,26.2,50,0.0,1,0,1,1310.0
551,10455/61,10455,61,22.8,25,0.0,0,113,0,570.0
552,10455/71,10455,71,17.2,30,0.0,0,26,0,516.0
553,10456/21,10456,21,8.0,40,0.15,0,3,0,272.0
554,10456/49,10456,49,16.0,21,0.15,0,10,0,285.59999999999997
555,10457/59,10457,59,44.0,36,0.0,0,79,0,1584.0
556,10458/26,10458,26,24.9,30,0.0,0,15,0,747.0
557,10458/28,10458,28,36.4,30,0.0,1,26,1,1092.0
558,10458/43,10458,43,36.8,20,0.0,0,17,0,736.0
559,10458/56,10458,56,30.4,15,0.0,0,21,0,456.0
560,10458/71,10458,71,17.2,50,0.0,0,26,0,860.0
561,10459/7,10459,7,24.0,16,0.05,0,15,0,364.79999999999995
562,10459/46,10459,46,9.6,20,0.05,0,95,0,182.39999999999998
563,10459/72,10459,72,27.8,40,0.0,0,14,0,1112.0
564,10460/68,10460,68,10.0,21,0.25,0,6,0,157.5
565,10460/75,10460,75,6.2,4,0.25,0,125,0,18.6
566,10461/21,10461,21,8.0,40,0.25,0,3,0,240.0
567,10461/30,10461,30,20.7,28,0.25,0,10,0,434.69999999999993
568,10461/55,10461,55,19.2,60,0.25,0,115,0,863.9999999999999
569,10462/13,10462,13,4.8,1,0.0,0,24,0,4.8
570,10462/23,10462,23,7.2,21,0.0,0,61,0,151.20000000000002
571,10463/19,10463,19,7.3,21,0.0,0,25,0,153.29999999999998
572,10463/42,10463,42,11.2,50,0.0,1,26,1,560.0
573,10464/4,10464,4,17.6,16,0.2,0,53,0,225.28000000000003
574,10464/43,10464,43,36.8,3,0.0,0,17,0,110.39999999999999
575,10464/56,10464,56,30.4,30,0.2,0,21,0,729.6
576,10464/60,10464,60,27.2,20,0.0,0,19,0,544.0
577,10465/24,10465,24,3.6,25,0.0,1,20,1,90.0
578,10465/29,10465,29,99.0,18,0.1,1,0,1,1603.8000000000002
579,10465/40,10465,40,14.7,20,0.0,0,123,0,294.0
580,10465/45,10465,45,7.6,30,0.1,0,5,0,205.2
581,10465/50,10465,50,13.0,25,0.0,0,65,0,325.0
582,10466/11,10466,11,16.8,10,0.0,0,22,0,168.0
583,10466/46,10466,46,9.6,5,0.0,0,95,0,48.0
584,10467/24,10467,24,3.6,28,0.0,1,20,1,100.8
585,10467/25,10467,25,11.2,12,0.0,0,76,0,134.39999999999998
586,10468/30,10468,30,20.7,8,0.0,0,10,0,165.6
587,10468/43,10468,43,36.8,15,0.0,0,17,0,552.0
588,10469/2,10469,2,15.2,40,0.15,0,17,0,516.8
589,10469/16,10469,16,13.9,35,0.15,0,29,0,413.525
590,10469/44,10469,44,15.5,2,0.15,0,27,0,26.349999999999998
591,10470/18,10470,18,50.0,30,0.0,0,42,0,1500.0
592,10470/23,10470,23,7.2,15,0.0,0,61,0,108.0
593,10470/64,10470,64,26.6,8,0.0,0,22,0,212.8
594,10471/7,10471,7,24.0,30,0.0,0,15,0,720.0
595,10471/56,10471,56,30.4,20,0.0,0,21,0,608.0
596,10472/24,10472,24,3.6,80,0.05,1,20,1,273.6
597,10472/51,10472,51,42.4,18,0.0,0,20,0,763.1999999999999
598,10473/33,10473,33,2.0,12,0.0,0,112,0,24.0
599,10473/71,10473,71,17.2,12,0.0,0,26,0,206.39999999999998
600,10474/14,10474,14,18.6,12,0.0,0,35,0,223.20000000000002
601,10474/28,10474,28,36.4,18,0.0,1,26,1,655.1999999999999
602,10474/40,10474,40,14.7,21,0.0,0,123,0,308.7
603,10474/75,10474,75,6.2,10,0.0,0,125,0,62.0
604,10475/31,10475,31,10.0,35,0.15,0,0,1,297.5
605,10475/66,10475,66,13.6,60,0.15,0,4,0,693.5999999999999
606,10475/76,10475,76,14.4,42,0.15,0,57,0,514.08
607,10476/55,10476,55,19.2,2,0.05,0,115,0,36.48
608,10476/70,10476,70,12.0,12,0.0,0,15,0,144.0
609,10477/1,10477,1,14.4,15,0.0,0,39,0,216.0
610,10477/21,10477,21,8.0,21,0.25,0,3,0,126.0
611,10477/39,10477,39,14.4,20,0.25,0,69,0,216.0
612,10478/10,10478,10,24.8,20,0.05,0,31,0,471.2
613,10479/38,10479,38,210.8,30,0.0,0,17,0,6324.0
614,10479/53,10479,53,26.2,28,0.0,1,0,1,733.6
615,10479/59,10479,59,44.0,60,0.0,0,79,0,2640.0
616,10479/64,10479,64,26.6,30,0.0,0,22,0,798.0
617,10480/47,10480,47,7.6,30,0.0,0,36,0,228.0
618,10480/59,10480,59,44.0,12,0.0,0,79,0,528.0
619,10481/49,10481,49,16.0,24,0.0,0,10,0,384.0
620,10481/60,10481,60,27.2,40,0.0,0,19,0,1088.0
621,10482/40,10482,40,14.7,10,0.0,0,123,0,147.0
622,10483/34,10483,34,11.2,35,0.05,0,111,0,372.4
623,10483/77,10483,77,10.4,30,0.05,0,32,0,296.4
624,10484/21,10484,21,8.0,14,0.0,0,3,0,112.0
625,10484/40,10484,40,14.7,10,0.0,0,123,0,147.0
626,10484/51,10484,51,42.4,3,0.0,0,20,0,127.19999999999999
627,10485/2,10485,2,15.2,20,0.1,0,17,0,273.6
628,10485/3,10485,3,8.0,20,0.1,0,13,0,144.0
629,10485/55,10485,55,19.2,30,0.1,0,115,0,518.4000000000001
630,10485/70,10485,70,12.0,60,0.1,0,15,0,648.0
631,10486/11,10486,11,16.8,5,0.0,0,22,0,84.0
632,10486/51,10486,51,42.4,25,0.0,0,20,0,1060.0
633,10486/74,10486,74,8.0,16,0.0,0,4,0,128.0
634,10487/19,10487,19,7.3,5,0.0,0,25,0,36.5
635,10487/26,10487,26,24.9,30,0.0,0,15,0,747.0
636,10487/54,10487,54,5.9,24,0.25,0,21,0,106.20000000000002
637,10488/59,10488,59,44.0,30,0.0,0,79,0,1320.0
638,10488/73,10488,73,12.0,20,0.2,0,101,0,192.00000000000003
639,10489/11,10489,11,16.8,15,0.25,0,22,0,189.00000000000003
640,10489/16,10489,16,13.9,18,0.0,0,29,0,250.20000000000002
641,10490/59,10490,59,44.0,60,0.0,0,79,0,2640.0
642,10490/68,10490,68,10.0,30,0.0,0,6,0,300.0
643,10490/75,10490,75,6.2,36,0.0,0,125,0,223.20000000000002
644,10491/44,10491,44,15.5,15,0.15,0,27,0,197.62499999999997
645,10491/77,10491,77,10.4,7,0.15,0,32,0,61.879999999999995
646,10492/25,10492,25,11.2,60,0.05,0,76,0,638.4
647,10492/42,10492,42,11.2,20,0.05,1,26,1,212.79999999999998
648,10493/65,10493,65,16.8,15,0.1,0,76,0,226.8
649,10493/66,10493,66,13.6,10,0.1,0,4,0,122.4
650,10493/69,10493,69,28.8,10,0.1,0,26,0,259.20000000000005
651,10494/56,10494,56,30.4,30,0.0,0,21,0,912.0
652,10495/23,10495,23,7.2,10,0.0,0,61,0,72.0
653,10495/41,10495,41,7.7,20,0.0,0,85,0,154.0
654,10495/77,10495,77,10.4,5,0.0,0,32,0,52.0
655,10496/31,10496,31,10.0,20,0.05,0,0,1,190.0
656,10497/56,10497,56,30.4,14,0.0,0,21,0,425.59999999999997
657,10497/72,10497,72,27.8,25,0.0,0,14,0,695.0
658,10497/77,10497,77,10.4,25,0.0,0,32,0,260.0
659,10498/24,10498,24,4.5,14,0.0,1,20,1,63.0
660,10498/40,10498,40,18.4,5,0.0,0,123,0,92.0
661,10498/42,10498,42,14.0,30,0.0,1,26,1,420.0
662,10499/28,10499,28,45.6,20,0.0,1,26,1,912.0
663,10499/49,10499,49,20.0,25,0.0,0,10,0,500.0
664,10500/15,10500,15,15.5,12,0.05,0,39,0,176.7
665,10500/28,10500,28,45.6,8,0.05,1,26,1,346.56
666,10501/54,10501,54,7.45,20,0.0,0,21,0,149.0
667,10502/45,10502,45,9.5,21,0.0,0,5,0,199.5
668,10502/53,10502,53,32.8,6,0.0,1,0,1,196.79999999999998
669,10502/67,10502,67,14.0,30,0.0,0,52,0,420.0
670,10503/14,10503,14,23.25,70,0.0,0,35,0,1627.5
671,10503/65,10503,65,21.05,20,0.0,0,76,0,421.0
672,10504/2,10504,2,19.0,12,0.0,0,17,0,228.0
673,10504/21,10504,21,10.0,12,0.0,0,3,0,120.0
674,10504/53,10504,53,32.8,10,0.0,1,0,1,328.0
675,10504/61,10504,61,28.5,25,0.0,0,113,0,712.5
676,10505/62,10505,62,49.3,3,0.0,0,17,0,147.89999999999998
677,10506/25,10506,25,14.0,18,0.1,0,76,0,226.79999999999998
678,10506/70,10506,70,15.0,14,0.1,0,15,0,189.0
679,10507/43,10507,43,46.0,15,0.15,0,17,0,586.5
680,10507/48,10507,48,12.75,15,0.15,0,15,0,162.5625
681,10508/13,10508,13,6.0,10,0.0,0,24,0,60.0
682,10508/39,10508,39,18.0,10,0.0,0,69,0,180.0
683,10509/28,10509,28,45.6,3,0.0,1,26,1,136.8
684,10510/29,10510,29,123.79,36,0.0,1,0,1,4456.4400000000005
685,10510/75,10510,75,7.75,36,0.1,0,125,0,251.10000000000002
686,10511/4,10511,4,22.0,50,0.15,0,53,0,935.0
687,10511/7,10511,7,30.0,50,0.15,0,15,0,1275.0
688,10511/8,10511,8,40.0,10,0.15,0,6,0,340.0
689,10512/24,10512,24,4.5,10,0.15,1,20,1,38.25
690,10512/46,10512,46,12.0,9,0.15,0,95,0,91.8
691,10512/47,10512,47,9.5,6,0.15,0,36,0,48.449999999999996
692,10512/60,10512,60,34.0,12,0.15,0,19,0,346.79999999999995
693,10513/21,10513,21,10.0,40,0.2,0,3,0,320.0
694,10513/32,10513,32,32.0,50,0.2,0,9,0,1280.0
695,10513/61,10513,61,28.5,15,0.2,0,113,0,342.0
696,10514/20,10514,20,81.0,39,0.0,0,40,0,3159.0
697,10514/28,10514,28,45.6,35,0.0,1,26,1,1596.0
698,10514/56,10514,56,38.0,70,0.0,0,21,0,2660.0
699,10514/65,10514,65,21.05,39,0.0,0,76,0,820.95
700,10514/75,10514,75,7.75,50,0.0,0,125,0,387.5
701,10515/9,10515,9,97.0,16,0.15,1,29,1,1319.2
702,10515/16,10515,16,17.45,50,0.0,0,29,0,872.5
703,10515/27,10515,27,43.9,120,0.0,0,49,0,5268.0
704,10515/33,10515,33,2.5,16,0.15,0,112,0,34.0
705,10515/60,10515,60,34.0,84,0.15,0,19,0,2427.6
706,10516/18,10516,18,62.5,25,0.1,0,42,0,1406.25
707,10516/41,10516,41,9.65,80,0.1,0,85,0,694.8000000000001
708,10516/42,10516,42,14.0,20,0.0,1,26,1,280.0
709,10517/52,10517,52,7.0,6,0.0,0,38,0,42.0
710,10517/59,10517,59,55.0,4,0.0,0,79,0,220.0
711,10517/70,10517,70,15.0,6,0.0,0,15,0,90.0
712,10518/24,10518,24,4.5,5,0.0,1,20,1,22.5
713,10518/38,10518,38,263.5,15,0.0,0,17,0,3952.5
714,10518/44,10518,44,19.45,9,0.0,0,27,0,175.04999999999998
715,10519/10,10519,10,31.0,16,0.05,0,31,0,471.2
716,10519/56,10519,56,38.0,40,0.0,0,21,0,1520.0
717,10519/60,10519,60,34.0,10,0.05,0,19,0,323.0
718,10520/24,10520,24,4.5,8,0.0,1,20,1,36.0
719,10520/53,10520,53,32.8,5,0.0,1,0,1,164.0
720,10521/35,10521,35,18.0,3,0.0,0,20,0,54.0
721,10521/41,10521,41,9.65,10,0.0,0,85,0,96.5
722,10521/68,10521,68,12.5,6,0.0,0,6,0,75.0
723,10522/1,10522,1,18.0,40,0.2,0,39,0,576.0
724,10522/8,10522,8,40.0,24,0.0,0,6,0,960.0
725,10522/30,10522,30,25.89,20,0.2,0,10,0,414.24000000000007
726,10522/40,10522,40,18.4,25,0.2,0,123,0,368.0
727,10523/17,10523,17,39.0,25,0.1,1,0,1,877.5
728,10523/20,10523,20,81.0,15,0.1,0,40,0,1093.5
729,10523/37,10523,37,26.0,18,0.1,0,11,0,421.20000000000005
730,10523/41,10523,41,9.65,6,0.1,0,85,0,52.11
731,10524/10,10524,10,31.0,2,0.0,0,31,0,62.0
732,10524/30,10524,30,25.89,10,0.0,0,10,0,258.9
733,10524/43,10524,43,46.0,60,0.0,0,17,0,2760.0
734,10524/54,10524,54,7.45,15,0.0,0,21,0,111.75
735,10525/36,10525,36,19.0,30,0.0,0,112,0,570.0
736,10525/40,10525,40,18.4,15,0.1,0,123,0,248.39999999999998
737,10526/1,10526,1,18.0,8,0.15,0,39,0,122.39999999999999
738,10526/13,10526,13,6.0,10,0.0,0,24,0,60.0
739,10526/56,10526,56,38.0,30,0.15,0,21,0,968.9999999999999
740,10527/4,10527,4,22.0,50,0.1,0,53,0,990.0
741,10527/36,10527,36,19.0,30,0.1,0,112,0,513.0
742,10528/11,10528,11,21.0,3,0.0,0,22,0,63.0
743,10528/33,10528,33,2.5,8,0.2,0,112,0,16.0
744,10528/72,10528,72,34.8,9,0.0,0,14,0,313.2
745,10529/55,10529,55,24.0,14,0.0,0,115,0,336.0
746,10529/68,10529,68,12.5,20,0.0,0,6,0,250.0
747,10529/69,10529,69,36.0,10,0.0,0,26,0,360.0
748,10530/17,10530,17,39.0,40,0.0,1,0,1,1560.0
749,10530/43,10530,43,46.0,25,0.0,0,17,0,1150.0
750,10530/61,10530,61,28.5,20,0.0,0,113,0,570.0
751,10530/76,10530,76,18.0,50,0.0,0,57,0,900.0
752,10531/59,10531,59,55.0,2,0.0,0,79,0,110.0
753,10532/30,10532,30,25.89,15,0.0,0,10,0,388.35
754,10532/66,10532,66,17.0,24,0.0,0,4,0,408.0
755,10533/4,10533,4,22.0,50,0.05,0,53,0,1045.0
756,10533/72,10533,72,34.8,24,0.0,0,14,0,835.1999999999999
757,10533/73,10533,73,15.0,24,0.05,0,101,0,342.0
758,10534/30,10534,30,25.89,10,0.0,0,10,0,258.9
759,10534/40,10534,40,18.4,10,0.2,0,123,0,147.2
760,10534/54,10534,54,7.45,10,0.2,0,21,0,59.60000000000001
761,10535/11,10535,11,21.0,50,0.1,0,22,0,945.0000000000001
762,10535/40,10535,40,18.4,10,0.1,0,123,0,165.6
763,10535/57,10535,57,19.5,5,0.1,0,36,0,87.75
764,10535/59,10535,59,55.0,15,0.1,0,79,0,742.5
765,10536/12,10536,12,38.0,15,0.25,0,86,0,427.5
766,10536/31,10536,31,12.5,20,0.0,0,0,1,250.0
767,10536/33,10536,33,2.5,30,0.0,0,112,0,75.0
768,10536/60,10536,60,34.0,35,0.25,0,19,0,892.5
769,10537/31,10537,31,12.5,30,0.0,0,0,1,375.0
770,10537/51,10537,51,53.0,6,0.0,0,20,0,318.0
771,10537/58,10537,58,13.25,20,0.0,0,62,0,265.0
772,10537/72,10537,72,34.8,21,0.0,0,14,0,730.8
773,10537/73,10537,73,15.0,9,0.0,0,101,0,135.0
774,10538/70,10538,70,15.0,7,0.0,0,15,0,105.0
775,10538/72,10538,72,34.8,1,0.0,0,14,0,34.8
776,10539/13,10539,13,6.0,8,0.0,0,24,0,48.0
777,10539/21,10539,21,10.0,15,0.0,0,3,0,150.0
778,10539/33,10539,33,2.5,15,0.0,0,112,0,37.5
779,10539/49,10539,49,20.0,6,0.0,0,10,0,120.0
780,10540/3,10540,3,10.0,60,0.0,0,13,0,600.0
781,10540/26,10540,26,31.23,40,0.0,0,15,0,1249.2
782,10540/38,10540,38,263.5,30,0.0,0,17,0,7905.0
783,10540/68,10540,68,12.5,35,0.0,0,6,0,437.5
784,10541/24,10541,24,4.5,35,0.1,1,20,1,141.75
785,10541/38,10541,38,263.5,4,0.1,0,17,0,948.6
786,10541/65,10541,65,21.05,36,0.1,0,76,0,682.02
787,10541/71,10541,71,21.5,9,0.1,0,26,0,174.15
788,10542/11,10542,11,21.0,15,0.05,0,22,0,299.25
789,10542/54,10542,54,7.45,24,0.05,0,21,0,169.85999999999999
790,10543/12,10543,12,38.0,30,0.15,0,86,0,968.9999999999999
791,10543/23,10543,23,9.0,70,0.15,0,61,0,535.5
792,10544/28,10544,28,45.6,7,0.0,1,26,1,319.2
793,10544/67,10544,67,14.0,7,0.0,0,52,0,98.0
794,10545/11,10545,11,21.0,10,0.0,0,22,0,210.0
795,10546/7,10546,7,30.0,10,0.0,0,15,0,300.0
796,10546/35,10546,35,18.0,30,0.0,0,20,0,540.0
797,10546/62,10546,62,49.3,40,0.0,0,17,0,1972.0
798,10547/32,10547,32,32.0,24,0.15,0,9,0,652.8
799,10547/36,10547,36,19.0,60,0.0,0,112,0,1140.0
800,10548/34,10548,34,14.0,10,0.25,0,111,0,105.0
801,10548/41,10548,41,9.65,14,0.0,0,85,0,135.1
802,10549/31,10549,31,12.5,55,0.15,0,0,1,584.375
803,10549/45,10549,45,9.5,100,0.15,0,5,0,807.4999999999999
804,10549/51,10549,51,53.0,48,0.15,0,20,0,2162.3999999999996
805,10550/17,10550,17,39.0,8,0.1,1,0,1,280.8
806,10550/19,10550,19,9.2,10,0.0,0,25,0,92.0
807,10550/21,10550,21,10.0,6,0.1,0,3,0,54.0
808,10550/61,10550,61,28.5,10,0.1,0,113,0,256.5
809,10551/16,10551,16,17.45,40,0.15,0,29,0,593.3
810,10551/35,10551,35,18.0,20,0.15,0,20,0,306.0
811,10551/44,10551,44,19.45,40,0.0,0,27,0,778.0
812,10552/69,10552,69,36.0,18,0.0,0,26,0,648.0
813,10552/75,10552,75,7.75,30,0.0,0,125,0,232.5
814,10553/11,10553,11,21.0,15,0.0,0,22,0,315.0
815,10553/16,10553,16,17.45,14,0.0,0,29,0,244.29999999999998
816,10553/22,10553,22,21.0,24,0.0,0,104,0,504.0
817,10553/31,10553,31,12.5,30,0.0,0,0,1,375.0
818,10553/35,10553,35,18.0,6,0.0,0,20,0,108.0
819,10554/16,10554,16,17.45,30,0.05,0,29,0,497.32499999999993
820,10554/23,10554,23,9.0,20,0.05,0,61,0,170.99999999999997
821,10554/62,10554,62,49.3,20,0.05,0,17,0,936.6999999999998
822,10554/77,10554,77,13.0,10,0.05,0,32,0,123.5
823,10555/14,10555,14,23.25,30,0.2,0,35,0,558.0
824,10555/19,10555,19,9.2,35,0.2,0,25,0,257.59999999999997
825,10555/24,10555,24,4.5,18,0.2,1,20,1,64.8
826,10555/51,10555,51,53.0,20,0.2,0,20,0,848.0000000000001
827,10555/56,10555,56,38.0,40,0.2,0,21,0,1216.0
828,10556/72,10556,72,34.8,24,0.0,0,14,0,835.1999999999999
829,10557/64,10557,64,33.25,30,0.0,0,22,0,997.5
830,10557/75,10557,75,7.75,20,0.0,0,125,0,155.0
831,10558/47,10558,47,9.5,25,0.0,0,36,0,237.5
832,10558/51,10558,51,53.0,20,0.0,0,20,0,1060.0
833,10558/52,10558,52,7.0,30,0.0,0,38,0,210.0
834,10558/53,10558,53,32.8,18,0.0,1,0,1,590.4
835,10558/73,10558,73,15.0,3,0.0,0,101,0,45.0
836,10559/41,10559,41,9.65,12,0.05,0,85,0,110.01
837,10559/55,10559,55,24.0,18,0.05,0,115,0,410.4
838,10560/30,10560,30,25.89,20,0.0,0,10,0,517.8
839,10560/62,10560,62,49.3,15,0.25,0,17,0,554.6249999999999
840,10561/44,10561,44,19.45,10,0.0,0,27,0,194.5
841,10561/51,10561,51,53.0,50,0.0,0,20,0,2650.0
842,10562/33,10562,33,2.5,20,0.1,0,112,0,45.0
843,10562/62,10562,62,49.3,10,0.1,0,17,0,443.7
